날짜,회차,좌우,줄수,홀짝
2025-05-14,112,RIGHT,3,ODD
2025-05-14,113,RIGHT,3,ODD
2025-05-14,114,RIGHT,4,EVEN
2025-05-14,115,LEFT,4,ODD
2025-05-14,116,LEFT,3,EVEN
2025-05-14,117,RIGHT,4,EVEN
2025-05-14,118,LEFT,4,ODD
2025-05-14,119,RIGHT,4,EVEN
2025-05-14,120,LEFT,3,EVEN
2025-05-14,122,LEFT,3,EVEN
2025-05-14,123,LEFT,4,ODD
2025-05-14,124,LEFT,3,EVEN
2025-05-14,125,LEFT,4,ODD
2025-05-14,126,RIGHT,4,EVEN
2025-05-14,127,RIGHT,3,ODD
2025-05-14,128,RIGHT,3,ODD
2025-05-14,129,LEFT,4,ODD
2025-05-14,130,LEFT,3,EVEN
2025-05-14,131,RIGHT,3,ODD
2025-05-14,132,LEFT,4,ODD
2025-05-14,133,RIGHT,4,EVEN
2025-05-14,134,RIGHT,3,ODD
2025-05-14,135,RIGHT,3,ODD
2025-05-14,136,RIGHT,4,EVEN
2025-05-14,137,RIGHT,3,ODD
2025-05-14,138,RIGHT,3,ODD
2025-05-14,139,LEFT,4,ODD
2025-05-14,140,RIGHT,4,EVEN
2025-05-14,141,LEFT,4,ODD
2025-05-14,143,LEFT,3,EVEN
2025-05-14,144,LEFT,3,EVEN
2025-05-14,145,LEFT,4,ODD
2025-05-14,146,LEFT,4,ODD
2025-05-14,147,LEFT,3,EVEN
2025-05-14,148,RIGHT,3,ODD
2025-05-14,149,RIGHT,4,EVEN
2025-05-14,150,RIGHT,3,ODD
2025-05-14,151,RIGHT,3,ODD
2025-05-14,152,RIGHT,4,EVEN
2025-05-14,153,LEFT,4,ODD
2025-05-14,154,LEFT,3,EVEN
2025-05-14,155,LEFT,4,ODD
2025-05-14,156,LEFT,4,ODD
2025-05-14,157,LEFT,3,EVEN
2025-05-14,158,RIGHT,3,ODD
2025-05-14,159,LEFT,4,ODD
2025-05-14,160,LEFT,3,EVEN
2025-05-14,161,RIGHT,4,EVEN
2025-05-14,162,LEFT,3,EVEN
2025-05-14,163,RIGHT,3,ODD
2025-05-14,164,LEFT,3,EVEN
2025-05-14,165,LEFT,4,ODD
2025-05-14,166,RIGHT,3,ODD
2025-05-14,168,RIGHT,4,EVEN
2025-05-14,169,RIGHT,3,ODD
2025-05-14,170,LEFT,4,ODD
2025-05-14,171,LEFT,3,EVEN
2025-05-14,172,LEFT,4,ODD
2025-05-14,173,RIGHT,4,EVEN
2025-05-14,174,RIGHT,3,ODD
2025-05-14,175,LEFT,4,ODD
2025-05-14,176,RIGHT,3,ODD
2025-05-14,177,LEFT,4,ODD
2025-05-14,178,LEFT,4,ODD
2025-05-14,179,RIGHT,4,EVEN
2025-05-14,180,RIGHT,3,ODD
2025-05-14,181,LEFT,3,EVEN
2025-05-14,182,RIGHT,4,EVEN
2025-05-14,183,RIGHT,4,EVEN
2025-05-14,184,LEFT,3,EVEN
2025-05-14,185,RIGHT,3,ODD
2025-05-14,186,LEFT,3,EVEN
2025-05-14,187,LEFT,3,EVEN
2025-05-14,188,LEFT,4,ODD
2025-05-14,189,RIGHT,4,EVEN
2025-05-14,190,RIGHT,3,ODD
2025-05-14,191,RIGHT,4,EVEN
2025-05-14,192,LEFT,4,ODD
2025-05-14,193,RIGHT,4,EVEN
2025-05-14,194,LEFT,4,ODD
2025-05-14,195,LEFT,3,EVEN
2025-05-14,197,LEFT,3,EVEN
2025-05-14,198,RIGHT,4,EVEN
2025-05-14,199,RIGHT,3,ODD
2025-05-14,200,RIGHT,4,EVEN
2025-05-14,201,RIGHT,3,ODD
2025-05-14,202,RIGHT,3,ODD
2025-05-14,203,LEFT,4,ODD
2025-05-14,204,RIGHT,3,ODD
2025-05-14,205,RIGHT,3,ODD
2025-05-14,206,LEFT,3,EVEN
2025-05-14,207,RIGHT,4,EVEN
2025-05-14,208,LEFT,3,EVEN
2025-05-14,209,RIGHT,4,EVEN
2025-05-14,210,RIGHT,4,EVEN
2025-05-14,211,RIGHT,4,EVEN
2025-05-14,212,LEFT,3,EVEN
2025-05-14,213,RIGHT,4,EVEN
2025-05-14,214,RIGHT,3,ODD
2025-05-14,215,LEFT,4,ODD
2025-05-14,216,RIGHT,4,EVEN
2025-05-14,217,RIGHT,4,EVEN
2025-05-14,218,RIGHT,4,EVEN
2025-05-14,219,LEFT,3,EVEN
2025-05-14,220,LEFT,4,ODD
2025-05-14,222,LEFT,4,ODD
2025-05-14,223,LEFT,4,ODD
2025-05-14,224,RIGHT,3,ODD
2025-05-14,225,LEFT,3,EVEN
2025-05-14,226,LEFT,4,ODD
2025-05-14,227,LEFT,3,EVEN
2025-05-14,228,RIGHT,3,ODD
2025-05-14,229,RIGHT,3,ODD
2025-05-14,230,LEFT,4,ODD
2025-05-14,231,LEFT,4,ODD
2025-05-14,232,RIGHT,3,ODD
2025-05-14,233,RIGHT,4,EVEN
2025-05-14,234,LEFT,3,EVEN
2025-05-14,235,RIGHT,4,EVEN
2025-05-14,236,LEFT,3,EVEN
2025-05-14,237,RIGHT,3,ODD
2025-05-14,238,LEFT,4,ODD
2025-05-14,239,LEFT,3,EVEN
2025-05-14,240,LEFT,4,ODD
2025-05-14,241,LEFT,3,EVEN
2025-05-14,242,RIGHT,4,EVEN
2025-05-14,243,LEFT,4,ODD
2025-05-14,245,RIGHT,3,ODD
2025-05-14,246,LEFT,3,EVEN
2025-05-14,247,LEFT,4,ODD
2025-05-14,248,LEFT,3,EVEN
2025-05-14,249,RIGHT,3,ODD
2025-05-14,250,LEFT,3,EVEN
2025-05-14,251,RIGHT,4,EVEN
2025-05-14,252,LEFT,3,EVEN
2025-05-14,253,LEFT,4,ODD
2025-05-14,254,LEFT,3,EVEN
2025-05-14,255,LEFT,3,EVEN
2025-05-14,256,RIGHT,3,ODD
2025-05-14,257,LEFT,3,EVEN
2025-05-14,258,RIGHT,4,EVEN
2025-05-14,259,RIGHT,3,ODD
2025-05-14,260,LEFT,4,ODD
2025-05-14,261,RIGHT,3,ODD
2025-05-14,262,LEFT,3,EVEN
2025-05-14,263,RIGHT,3,ODD
2025-05-14,264,RIGHT,3,ODD
2025-05-14,265,RIGHT,3,ODD
2025-05-14,266,LEFT,3,EVEN
2025-05-14,268,RIGHT,3,ODD
2025-05-14,269,RIGHT,3,ODD
2025-05-14,270,RIGHT,3,ODD
2025-05-14,271,RIGHT,3,ODD
2025-05-14,272,LEFT,3,EVEN
2025-05-14,273,LEFT,3,EVEN
2025-05-14,274,LEFT,3,EVEN
2025-05-14,275,LEFT,4,ODD
2025-05-14,276,RIGHT,3,ODD
2025-05-14,277,LEFT,4,ODD
2025-05-14,278,RIGHT,4,EVEN
2025-05-14,279,LEFT,3,EVEN
2025-05-14,280,LEFT,3,EVEN
2025-05-14,281,RIGHT,3,ODD
2025-05-14,282,RIGHT,3,ODD
2025-05-14,283,RIGHT,4,EVEN
2025-05-14,284,RIGHT,4,EVEN
2025-05-14,285,RIGHT,3,ODD
2025-05-14,286,LEFT,4,ODD
2025-05-14,287,RIGHT,4,EVEN
2025-05-14,288,RIGHT,4,EVEN
2025-05-15,2,LEFT,3,EVEN
2025-05-15,3,LEFT,3,EVEN
2025-05-15,4,RIGHT,4,EVEN
2025-05-15,5,RIGHT,3,ODD
2025-05-15,6,LEFT,4,ODD
2025-05-15,7,RIGHT,4,EVEN
2025-05-15,8,RIGHT,4,EVEN
2025-05-15,9,LEFT,3,EVEN
2025-05-15,10,LEFT,3,EVEN
2025-05-15,11,RIGHT,4,EVEN
2025-05-15,12,LEFT,3,EVEN
2025-05-15,13,LEFT,4,ODD
2025-05-15,14,RIGHT,4,EVEN
2025-05-15,15,LEFT,3,EVEN
2025-05-15,16,RIGHT,3,ODD
2025-05-15,17,LEFT,4,ODD
2025-05-15,18,RIGHT,4,EVEN
2025-05-15,19,RIGHT,4,EVEN
2025-05-15,20,RIGHT,4,EVEN
2025-05-15,21,LEFT,4,ODD
2025-05-15,22,LEFT,3,EVEN
2025-05-15,23,RIGHT,3,ODD
2025-05-15,25,RIGHT,3,ODD
2025-05-15,26,LEFT,3,EVEN
2025-05-15,27,LEFT,4,ODD
2025-05-15,28,RIGHT,4,EVEN
2025-05-15,29,RIGHT,3,ODD
2025-05-15,30,LEFT,4,ODD
2025-05-15,31,RIGHT,4,EVEN
2025-05-15,32,LEFT,3,EVEN
2025-05-15,33,RIGHT,4,EVEN
2025-05-15,34,RIGHT,3,ODD
2025-05-15,35,RIGHT,4,EVEN
2025-05-15,36,RIGHT,3,ODD
2025-05-15,37,LEFT,4,ODD
2025-05-15,38,RIGHT,4,EVEN
2025-05-15,39,RIGHT,4,EVEN
2025-05-15,40,LEFT,4,ODD
2025-05-15,41,LEFT,3,EVEN
2025-05-15,42,LEFT,3,EVEN
2025-05-15,43,RIGHT,3,ODD
2025-05-15,44,LEFT,4,ODD
2025-05-15,45,LEFT,3,EVEN
2025-05-15,46,RIGHT,3,ODD
2025-05-15,47,RIGHT,4,EVEN
2025-05-15,49,LEFT,3,EVEN
2025-05-15,50,RIGHT,3,ODD
2025-05-15,51,RIGHT,4,EVEN
2025-05-15,52,LEFT,3,EVEN
2025-05-15,53,RIGHT,4,EVEN
2025-05-15,54,RIGHT,3,ODD
2025-05-15,55,LEFT,4,ODD
2025-05-15,56,RIGHT,3,ODD
2025-05-15,57,RIGHT,4,EVEN
2025-05-15,58,RIGHT,3,ODD
2025-05-15,59,RIGHT,3,ODD
2025-05-15,60,RIGHT,4,EVEN
2025-05-15,61,LEFT,3,EVEN
2025-05-15,62,LEFT,4,ODD
2025-05-15,63,LEFT,3,EVEN
2025-05-15,64,LEFT,3,EVEN
2025-05-15,65,RIGHT,4,EVEN
2025-05-15,66,LEFT,4,ODD
2025-05-15,67,LEFT,4,ODD
2025-05-15,68,LEFT,4,ODD
2025-05-15,69,LEFT,4,ODD
2025-05-15,70,RIGHT,3,ODD
2025-05-15,71,LEFT,4,ODD
2025-05-15,72,RIGHT,3,ODD
2025-05-15,73,RIGHT,3,ODD
2025-05-15,75,RIGHT,3,ODD
2025-05-15,76,LEFT,4,ODD
2025-05-15,77,LEFT,3,EVEN
2025-05-15,78,RIGHT,3,ODD
2025-05-15,79,RIGHT,3,ODD
2025-05-15,80,RIGHT,4,EVEN
2025-05-15,81,RIGHT,4,EVEN
2025-05-15,82,RIGHT,3,ODD
2025-05-15,83,LEFT,3,EVEN
2025-05-15,84,RIGHT,3,ODD
2025-05-15,85,RIGHT,4,EVEN
2025-05-15,86,LEFT,3,EVEN
2025-05-15,87,LEFT,4,ODD
2025-05-15,88,LEFT,3,EVEN
2025-05-15,89,LEFT,3,EVEN
2025-05-15,90,RIGHT,4,EVEN
2025-05-15,91,RIGHT,4,EVEN
2025-05-15,92,RIGHT,4,EVEN
2025-05-15,93,LEFT,4,ODD
2025-05-15,94,RIGHT,3,ODD
2025-05-15,96,RIGHT,4,EVEN
2025-05-15,97,LEFT,4,ODD
2025-05-15,98,LEFT,4,ODD
2025-05-15,99,LEFT,3,EVEN
2025-05-15,100,RIGHT,4,EVEN
2025-05-15,101,RIGHT,3,ODD
2025-05-15,102,LEFT,3,EVEN
2025-05-15,103,RIGHT,3,ODD
2025-05-15,104,RIGHT,3,ODD
2025-05-15,105,RIGHT,4,EVEN
2025-05-15,106,RIGHT,3,ODD
2025-05-15,107,RIGHT,3,ODD
2025-05-15,108,RIGHT,4,EVEN
2025-05-15,109,LEFT,4,ODD
2025-05-15,110,RIGHT,3,ODD
2025-05-15,111,RIGHT,4,EVEN
2025-05-15,112,RIGHT,4,EVEN
2025-05-15,113,RIGHT,4,EVEN
2025-05-15,115,RIGHT,3,ODD
2025-05-15,116,LEFT,3,EVEN
2025-05-15,117,LEFT,4,ODD
2025-05-15,118,LEFT,4,ODD
2025-05-15,119,LEFT,4,ODD
2025-05-15,120,RIGHT,3,ODD
2025-05-15,121,LEFT,4,ODD
2025-05-15,122,RIGHT,4,EVEN
2025-05-15,123,LEFT,4,ODD
2025-05-15,124,LEFT,4,ODD
2025-05-15,125,LEFT,3,EVEN
2025-05-15,126,LEFT,4,ODD
2025-05-15,127,RIGHT,3,ODD
2025-05-15,128,RIGHT,4,EVEN
2025-05-15,129,RIGHT,3,ODD
2025-05-15,130,LEFT,4,ODD
2025-05-15,131,LEFT,3,EVEN
2025-05-15,132,RIGHT,3,ODD
2025-05-15,133,RIGHT,3,ODD
2025-05-15,134,RIGHT,3,ODD
2025-05-15,136,RIGHT,4,EVEN
2025-05-15,137,LEFT,4,ODD
2025-05-15,138,RIGHT,4,EVEN
2025-05-15,139,LEFT,3,EVEN
2025-05-15,140,RIGHT,4,EVEN
2025-05-15,141,RIGHT,3,ODD
2025-05-15,142,RIGHT,4,EVEN
2025-05-15,143,LEFT,4,ODD
2025-05-15,144,LEFT,4,ODD
2025-05-15,145,LEFT,4,ODD
2025-05-15,146,RIGHT,4,EVEN
2025-05-15,147,LEFT,4,ODD
2025-05-15,148,RIGHT,3,ODD
2025-05-15,149,RIGHT,3,ODD
2025-05-15,150,LEFT,4,ODD
2025-05-15,151,LEFT,3,EVEN
2025-05-15,152,RIGHT,3,ODD
2025-05-15,153,LEFT,3,EVEN
2025-05-15,154,RIGHT,4,EVEN
2025-05-15,155,LEFT,3,EVEN
2025-05-15,156,LEFT,4,ODD
2025-05-15,157,LEFT,4,ODD
2025-05-15,158,RIGHT,3,ODD
2025-05-15,159,LEFT,3,EVEN
2025-05-15,161,LEFT,4,ODD
2025-05-15,162,LEFT,3,EVEN
2025-05-15,163,LEFT,3,EVEN
2025-05-15,164,RIGHT,4,EVEN
2025-05-15,165,LEFT,3,EVEN
2025-05-15,166,LEFT,4,ODD
2025-05-15,167,LEFT,4,ODD
2025-05-15,168,RIGHT,4,EVEN
2025-05-15,169,LEFT,3,EVEN
2025-05-15,170,RIGHT,4,EVEN
2025-05-15,171,LEFT,3,EVEN
2025-05-15,172,LEFT,3,EVEN
2025-05-15,173,RIGHT,3,ODD
2025-05-15,174,LEFT,3,EVEN
2025-05-15,175,RIGHT,4,EVEN
2025-05-15,176,RIGHT,4,EVEN
2025-05-15,177,RIGHT,4,EVEN
2025-05-15,178,RIGHT,3,ODD
2025-05-15,179,LEFT,3,EVEN
2025-05-15,180,RIGHT,3,ODD
2025-05-15,181,RIGHT,3,ODD
2025-05-15,182,LEFT,4,ODD
2025-05-15,183,RIGHT,3,ODD
2025-05-15,185,RIGHT,3,ODD
2025-05-15,186,RIGHT,4,EVEN
2025-05-15,187,RIGHT,4,EVEN
2025-05-15,188,LEFT,4,ODD
2025-05-15,189,RIGHT,3,ODD
2025-05-15,190,LEFT,3,EVEN
2025-05-15,191,LEFT,3,EVEN
2025-05-15,192,LEFT,3,EVEN
2025-05-15,193,RIGHT,3,ODD
2025-05-15,194,RIGHT,4,EVEN
2025-05-15,195,RIGHT,4,EVEN
2025-05-15,196,LEFT,3,EVEN
2025-05-15,197,LEFT,4,ODD
2025-05-15,198,LEFT,4,ODD
2025-05-15,199,LEFT,4,ODD
2025-05-15,200,LEFT,4,ODD
2025-05-15,201,RIGHT,4,EVEN
2025-05-15,202,RIGHT,3,ODD
2025-05-15,203,RIGHT,3,ODD
2025-05-15,204,LEFT,4,ODD
2025-05-15,206,RIGHT,4,EVEN
2025-05-15,207,LEFT,3,EVEN
2025-05-15,208,RIGHT,4,EVEN
2025-05-15,209,RIGHT,4,EVEN
2025-05-15,210,RIGHT,3,ODD
2025-05-15,211,RIGHT,4,EVEN
2025-05-15,212,LEFT,4,ODD
2025-05-15,213,LEFT,4,ODD
2025-05-15,214,RIGHT,4,EVEN
2025-05-15,215,LEFT,3,EVEN
2025-05-15,216,RIGHT,3,ODD
2025-05-15,218,LEFT,4,ODD
2025-05-15,219,RIGHT,4,EVEN
2025-05-15,220,LEFT,3,EVEN
2025-05-15,221,LEFT,4,ODD
2025-05-15,222,LEFT,3,EVEN
2025-05-15,223,RIGHT,4,EVEN
2025-05-15,224,LEFT,4,ODD
2025-05-15,225,RIGHT,4,EVEN
2025-05-15,226,RIGHT,3,ODD
2025-05-15,227,RIGHT,4,EVEN
2025-05-15,228,LEFT,3,EVEN
2025-05-15,229,RIGHT,4,EVEN
2025-05-15,230,LEFT,4,ODD
2025-05-15,231,LEFT,3,EVEN
2025-05-15,232,RIGHT,4,EVEN
2025-05-15,233,LEFT,4,ODD
2025-05-15,234,LEFT,4,ODD
2025-05-15,235,RIGHT,4,EVEN
2025-05-15,236,RIGHT,4,EVEN
2025-05-15,237,LEFT,3,EVEN
2025-05-15,238,RIGHT,4,EVEN
2025-05-15,239,RIGHT,4,EVEN
2025-05-15,240,RIGHT,4,EVEN
2025-05-15,241,LEFT,3,EVEN
2025-05-15,243,RIGHT,3,ODD
2025-05-15,244,RIGHT,3,ODD
2025-05-15,245,LEFT,3,EVEN
2025-05-15,246,LEFT,4,ODD
2025-05-15,247,LEFT,3,EVEN
2025-05-15,248,LEFT,4,ODD
2025-05-15,249,LEFT,4,ODD
2025-05-15,250,LEFT,3,EVEN
2025-05-15,251,RIGHT,4,EVEN
2025-05-15,252,LEFT,3,EVEN
2025-05-15,253,LEFT,3,EVEN
2025-05-15,254,LEFT,3,EVEN
2025-05-15,255,LEFT,3,EVEN
2025-05-15,256,RIGHT,4,EVEN
2025-05-15,257,LEFT,4,ODD
2025-05-15,258,RIGHT,4,EVEN
2025-05-15,259,RIGHT,4,EVEN
2025-05-15,260,RIGHT,3,ODD
2025-05-15,261,LEFT,4,ODD
2025-05-15,262,LEFT,3,EVEN
2025-05-15,263,LEFT,3,EVEN
2025-05-15,264,LEFT,3,EVEN
2025-05-15,265,LEFT,3,EVEN
2025-05-15,266,RIGHT,3,ODD
2025-05-15,267,RIGHT,4,EVEN
2025-05-15,269,LEFT,3,EVEN
2025-05-15,270,LEFT,4,ODD
2025-05-15,271,LEFT,3,EVEN
2025-05-15,272,RIGHT,3,ODD
2025-05-15,273,LEFT,3,EVEN
2025-05-15,274,LEFT,3,EVEN
2025-05-15,275,RIGHT,4,EVEN
2025-05-15,276,LEFT,4,ODD
2025-05-15,277,LEFT,3,EVEN
2025-05-15,278,RIGHT,4,EVEN
2025-05-15,279,RIGHT,3,ODD
2025-05-15,280,LEFT,4,ODD
2025-05-15,281,LEFT,3,EVEN
2025-05-15,282,LEFT,3,EVEN
2025-05-15,283,LEFT,4,ODD
2025-05-15,284,LEFT,3,EVEN
2025-05-15,285,LEFT,3,EVEN
2025-05-15,286,LEFT,3,EVEN
2025-05-15,287,RIGHT,3,ODD
2025-05-15,288,RIGHT,4,EVEN
2025-05-16,2,LEFT,3,EVEN
2025-05-16,3,RIGHT,4,EVEN
2025-05-16,4,LEFT,3,EVEN
2025-05-16,5,RIGHT,3,ODD
2025-05-16,6,LEFT,4,ODD
2025-05-16,7,RIGHT,4,EVEN
2025-05-16,8,RIGHT,4,EVEN
2025-05-16,9,RIGHT,4,EVEN
2025-05-16,10,LEFT,3,EVEN
2025-05-16,11,RIGHT,3,ODD
2025-05-16,12,LEFT,3,EVEN
2025-05-16,13,RIGHT,3,ODD
2025-05-16,14,LEFT,4,ODD
2025-05-16,15,LEFT,4,ODD
2025-05-16,16,RIGHT,4,EVEN
2025-05-16,17,LEFT,4,ODD
2025-05-16,18,LEFT,4,ODD
2025-05-16,19,RIGHT,3,ODD
2025-05-16,20,LEFT,4,ODD
2025-05-16,21,RIGHT,3,ODD
2025-05-16,22,RIGHT,4,EVEN
2025-05-16,23,RIGHT,3,ODD
2025-05-16,24,RIGHT,3,ODD
2025-05-16,25,LEFT,3,EVEN
2025-05-16,27,RIGHT,3,ODD
2025-05-16,28,RIGHT,3,ODD
2025-05-16,29,RIGHT,4,EVEN
2025-05-16,30,LEFT,4,ODD
2025-05-16,31,LEFT,4,ODD
2025-05-16,32,RIGHT,3,ODD
2025-05-16,33,RIGHT,3,ODD
2025-05-16,34,LEFT,3,EVEN
2025-05-16,35,LEFT,4,ODD
2025-05-16,36,LEFT,4,ODD
2025-05-16,37,LEFT,4,ODD
2025-05-16,38,LEFT,4,ODD
2025-05-16,39,RIGHT,3,ODD
2025-05-16,40,RIGHT,4,EVEN
2025-05-16,41,LEFT,4,ODD
2025-05-16,42,RIGHT,4,EVEN
2025-05-16,43,RIGHT,4,EVEN
2025-05-16,44,LEFT,3,EVEN
2025-05-16,45,LEFT,4,ODD
2025-05-16,46,LEFT,3,EVEN
2025-05-16,47,RIGHT,3,ODD
2025-05-16,48,LEFT,4,ODD
2025-05-16,49,RIGHT,3,ODD
2025-05-16,50,RIGHT,4,EVEN
2025-05-16,52,LEFT,4,ODD
2025-05-16,53,RIGHT,4,EVEN
2025-05-16,54,LEFT,3,EVEN
2025-05-16,55,LEFT,4,ODD
2025-05-16,56,RIGHT,3,ODD
2025-05-16,57,LEFT,4,ODD
2025-05-16,58,LEFT,3,EVEN
2025-05-16,59,RIGHT,3,ODD
2025-05-16,60,RIGHT,4,EVEN
2025-05-16,61,RIGHT,4,EVEN
2025-05-16,62,RIGHT,4,EVEN
2025-05-16,63,RIGHT,4,EVEN
2025-05-16,64,RIGHT,4,EVEN
2025-05-16,65,LEFT,3,EVEN
2025-05-16,66,LEFT,4,ODD
2025-05-16,67,RIGHT,4,EVEN
2025-05-16,68,LEFT,3,EVEN
2025-05-16,69,LEFT,3,EVEN
2025-05-16,70,LEFT,4,ODD
2025-05-16,71,LEFT,3,EVEN
2025-05-16,72,RIGHT,4,EVEN
2025-05-16,74,RIGHT,4,EVEN
2025-05-16,75,RIGHT,4,EVEN
2025-05-16,76,RIGHT,4,EVEN
2025-05-16,77,RIGHT,3,ODD
2025-05-16,78,RIGHT,3,ODD
2025-05-16,79,RIGHT,3,ODD
2025-05-16,80,LEFT,4,ODD
2025-05-16,81,RIGHT,4,EVEN
2025-05-16,82,RIGHT,4,EVEN
2025-05-16,83,RIGHT,4,EVEN
2025-05-16,84,LEFT,3,EVEN
2025-05-16,85,LEFT,4,ODD
2025-05-16,86,LEFT,3,EVEN
2025-05-16,87,LEFT,4,ODD
2025-05-16,88,RIGHT,4,EVEN
2025-05-16,89,LEFT,4,ODD
2025-05-16,90,LEFT,4,ODD
2025-05-16,91,LEFT,4,ODD
2025-05-16,92,RIGHT,4,EVEN
2025-05-16,93,LEFT,4,ODD
2025-05-16,94,RIGHT,3,ODD
2025-05-16,95,RIGHT,4,EVEN
2025-05-16,97,RIGHT,4,EVEN
2025-05-16,98,LEFT,3,EVEN
2025-05-16,99,LEFT,3,EVEN
2025-05-16,100,RIGHT,4,EVEN
2025-05-16,101,RIGHT,4,EVEN
2025-05-16,102,LEFT,4,ODD
2025-05-16,103,RIGHT,4,EVEN
2025-05-16,104,LEFT,3,EVEN
2025-05-16,105,RIGHT,3,ODD
2025-05-16,106,RIGHT,4,EVEN
2025-05-16,107,RIGHT,3,ODD
2025-05-16,108,LEFT,4,ODD
2025-05-16,109,LEFT,3,EVEN
2025-05-16,110,RIGHT,4,EVEN
2025-05-16,111,RIGHT,3,ODD
2025-05-16,112,LEFT,4,ODD
2025-05-16,113,LEFT,4,ODD
2025-05-16,114,RIGHT,4,EVEN
2025-05-16,115,LEFT,3,EVEN
2025-05-16,117,RIGHT,3,ODD
2025-05-16,118,RIGHT,3,ODD
2025-05-16,119,RIGHT,3,ODD
2025-05-16,120,RIGHT,4,EVEN
2025-05-16,121,LEFT,3,EVEN
2025-05-16,122,LEFT,3,EVEN
2025-05-16,123,RIGHT,3,ODD
2025-05-16,124,RIGHT,3,ODD
2025-05-16,125,RIGHT,3,ODD
2025-05-16,126,LEFT,3,EVEN
2025-05-16,127,RIGHT,4,EVEN
2025-05-16,128,RIGHT,4,EVEN
2025-05-16,129,LEFT,4,ODD
2025-05-16,130,RIGHT,3,ODD
2025-05-16,131,RIGHT,4,EVEN
2025-05-16,132,LEFT,3,EVEN
2025-05-16,133,LEFT,3,EVEN
2025-05-16,134,LEFT,4,ODD
2025-05-16,135,RIGHT,4,EVEN
2025-05-16,136,RIGHT,3,ODD
2025-05-16,137,RIGHT,3,ODD
2025-05-16,138,RIGHT,4,EVEN
2025-05-16,139,RIGHT,3,ODD
2025-05-16,140,RIGHT,3,ODD
2025-05-16,141,RIGHT,4,EVEN
2025-05-16,142,LEFT,3,EVEN
2025-05-16,144,RIGHT,4,EVEN
2025-05-16,145,LEFT,4,ODD
2025-05-16,146,LEFT,3,EVEN
2025-05-16,147,LEFT,3,EVEN
2025-05-16,148,RIGHT,3,ODD
2025-05-16,149,RIGHT,3,ODD
2025-05-16,150,LEFT,4,ODD
2025-05-16,151,LEFT,3,EVEN
2025-05-16,152,LEFT,4,ODD
2025-05-16,153,RIGHT,3,ODD
2025-05-16,154,RIGHT,4,EVEN
2025-05-16,155,LEFT,4,ODD
2025-05-16,156,RIGHT,4,EVEN
2025-05-16,157,LEFT,3,EVEN
2025-05-16,158,LEFT,3,EVEN
2025-05-16,159,LEFT,4,ODD
2025-05-16,160,LEFT,3,EVEN
2025-05-16,161,RIGHT,3,ODD
2025-05-16,162,LEFT,3,EVEN
2025-05-16,163,LEFT,4,ODD
2025-05-16,164,RIGHT,4,EVEN
2025-05-16,165,LEFT,4,ODD
2025-05-16,166,RIGHT,4,EVEN
2025-05-16,167,LEFT,4,ODD
2025-05-16,168,RIGHT,4,EVEN
2025-05-16,169,RIGHT,4,EVEN
2025-05-16,170,LEFT,3,EVEN
2025-05-16,171,LEFT,4,ODD
2025-05-16,173,RIGHT,4,EVEN
2025-05-16,174,RIGHT,4,EVEN
2025-05-16,175,LEFT,4,ODD
2025-05-16,176,LEFT,3,EVEN
2025-05-16,177,RIGHT,3,ODD
2025-05-16,178,LEFT,4,ODD
2025-05-16,179,RIGHT,4,EVEN
2025-05-16,180,RIGHT,4,EVEN
2025-05-16,181,RIGHT,4,EVEN
2025-05-16,182,RIGHT,3,ODD
2025-05-16,183,LEFT,4,ODD
2025-05-16,184,RIGHT,4,EVEN
2025-05-16,185,RIGHT,3,ODD
2025-05-16,186,LEFT,3,EVEN
2025-05-16,187,RIGHT,3,ODD
2025-05-16,188,RIGHT,3,ODD
2025-05-16,189,LEFT,3,EVEN
2025-05-16,190,LEFT,4,ODD
2025-05-16,191,LEFT,3,EVEN
2025-05-16,192,RIGHT,3,ODD
2025-05-16,193,LEFT,3,EVEN
2025-05-16,195,RIGHT,3,ODD
2025-05-16,196,LEFT,3,EVEN
2025-05-16,197,LEFT,4,ODD
2025-05-16,198,RIGHT,3,ODD
2025-05-16,199,RIGHT,4,EVEN
2025-05-16,200,LEFT,4,ODD
2025-05-16,201,RIGHT,3,ODD
2025-05-16,202,RIGHT,4,EVEN
2025-05-16,203,LEFT,3,EVEN
2025-05-16,204,LEFT,3,EVEN
2025-05-16,205,RIGHT,4,EVEN
2025-05-16,206,RIGHT,4,EVEN
2025-05-16,207,RIGHT,4,EVEN
2025-05-16,208,LEFT,4,ODD
2025-05-16,209,RIGHT,3,ODD
2025-05-16,210,LEFT,4,ODD
2025-05-16,211,RIGHT,3,ODD
2025-05-16,212,RIGHT,3,ODD
2025-05-16,213,RIGHT,4,EVEN
2025-05-16,214,RIGHT,4,EVEN
2025-05-16,215,LEFT,3,EVEN
2025-05-16,216,LEFT,4,ODD
2025-05-16,217,RIGHT,3,ODD
2025-05-16,218,RIGHT,3,ODD
2025-05-16,219,RIGHT,4,EVEN
2025-05-16,221,LEFT,3,EVEN
2025-05-16,222,RIGHT,3,ODD
2025-05-16,223,RIGHT,4,EVEN
2025-05-16,224,LEFT,3,EVEN
2025-05-16,225,RIGHT,3,ODD
2025-05-16,226,RIGHT,4,EVEN
2025-05-16,227,RIGHT,4,EVEN
2025-05-16,228,LEFT,3,EVEN
2025-05-16,229,RIGHT,4,EVEN
